,A,mu,sigma,unique_id
mcr-1.372,0.0637818188880468,87.22163230423476,2.580485895526329,61.0
mcr-1.373,0.0660784458295513,87.26654895269668,2.489004658109627,61.0
mcr-1.374,0.0711634809159921,87.44659373942385,2.273613936944579,61.0
mcr-1.375,0.0674506384342601,87.15658784450106,2.464591663551194,61.0
mcr-1.376,0.0670523494688812,87.30631520735432,2.335875377739204,61.0
mcr-1.377,0.0682814992818293,87.39735617528969,2.3243633697717256,61.0
mcr-1.378,0.0708267205185568,87.3432788620268,2.281922957601953,61.0
mcr-1.379,0.073070882994307,87.3740444156456,2.331506090703692,61.0
mcr-1.380,0.0713781608797844,87.37448890915151,2.301437953194976,61.0
mcr-1.381,0.0687177296311701,87.25038204388287,2.319757891257886,61.0
mcr-1.382,0.0633559586425574,87.70831542450632,2.3947362657698896,61.0
mcr-1.383,0.068483532241459,87.3794648720509,2.334476723840233,61.0
mcr-1.384,0.060607251323794,87.24477175539458,2.592901245625818,61.0
mcr-1.385,0.0723442405669723,87.25994900296124,2.341915590147966,61.0
mcr-1.386,0.0659044483939104,87.42004409503049,2.3757637031723697,61.0
mcr-1.387,0.0591137092122522,87.35266157637108,2.3476227517380432,61.0
mcr-1.388,0.0688973731292735,87.40825390225382,2.32209377572976,61.0
mcr-1.389,0.0590343836197573,87.32433675003274,2.2970443485988814,61.0
